case_id,case_description,offense_category,rephrased_query,cited_sections,gold_sections,hit_rate,mrr,section_precision,section_recall,section_f1,correct_act_cited,ipc_reference_count,fabricated_section_count,grounding_score,hallucination_flag,rephrase_latency_sec,retrieval_latency_sec,generation_latency_sec,total_latency_sec,offense_category_hit,offense_keyword_coverage,completeness_score,key_issue_coverage,answer_relevance_score,context_relevance_score,answer_length_words,has_safety_disclaimer
11,During a land dispute my uncle stabbed my father multiple times with a knife and he died on the spot.,murder,"**Complaint under Bharatiya Nyaya Sanhita 2023 (BNS)**

To whom it may concern,

I, [Your Name], son of the deceased, hereby lodge a complaint against my uncle, [Uncle's Name], for the alleged commission of the offence under BNS, Section 302 - Murder.

**Particulars of the Offence:**

On [date], at [place], my uncle, [Uncle's Name], with intent to kill, caused grievous hurt to my father by stabbing him multiple times with a knife. As a direct result of these injuries, my father succumbed to his injuries on the spot.

**Request for Investigation and Prosecution:**

I request that a thorough investigation be conducted under the provisions of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and that my uncle be apprehended and prosecuted for the said offence. I also request that the evidence, including medical and forensic reports, be collected and preserved in accordance with the provisions of Bharatiya Sakshya Adhiniyam 2023 (BSA).

**Signature:**
[Your Signature]

**Date:**
[Date]

Please note that this is a formal complaint and may be used as evidence in any subsequent legal proceedings.",1|197|113|314|111|302|209|5,101|103,0,0.0,0.0,0.0,0.0,1,0,0,0.875,0,0.667,4.214,91.76,96.641,1,0.2,0.125,0.3333,0.0645,0.0778,228,0
12,A man poured acid on a woman's face after she rejected his marriage proposal and she later succumbed to injuries.,murder and acid attack,"Pursuant to the Bharatiya Nyaya Sanhita 2023 (BNS), an inquiry is required to determine whether the accused has committed the offence of causing grievous hurt by an offender by means of poison, etc. (Article 315, BNS) and whether the said act was motivated by the victim's rejection of the accused's marriage proposal, thereby constituting the offence of dowry harassment or harassment with intent to coerce (Article 322, BNS).

Furthermore, an investigation is needed to ascertain whether the accused has committed the offence of culpable homicide not amounting to murder, punishable under Article 302, BNS, and whether the victim's death was a direct consequence of the injuries inflicted upon her.

Pursuant to the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), the inquiry and investigation should be conducted in accordance with the provisions related to the investigation of cognizable offences (Chapter VII, BNSS) and the provisions related to the investigation of non-cognizable offences (Chapter VIII, BNSS).

During the inquiry and investigation, the admissibility of evidence and the burden of proof should be determined in accordance with the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA), specifically Article 21(1)(d), BSA, which deals with the burden of proof and the standard of proof in criminal cases.",302|322|229|315,101|103|124,0,0.0,0.0,0.0,0.0,1,0,0,0.25,1,3.757,4.229,20.553,28.539,1,0.6,0.5714,1.0,0.0965,0.0831,288,0
13,My neighbor hit my brother on the head with an iron rod during a heated argument; he is in ICU and may not survive.,attempt to murder,"Pursuant to the Bharatiya Nyaya Sanhita 2023, a complaint is hereby filed under the provisions of Section 299, BNS, read with Section 302, BNS, regarding an alleged offence of ""Culpable Homicide Not Amounting to Murder"" (Section 306, BNS) and ""Murder"" (Section 307, BNS), committed by the neighbour against the brother. 

Furthermore, under the Bharatiya Nagarik Suraksha Sanhita 2023, an application is made under Section 154, BNSS, to register an FIR (First Information Report) in this regard and to initiate an investigation into the said incident. 

Additionally, under the Bharatiya Sakshya Adhiniyam 2023, we seek guidance on the admissibility of evidence in this case, specifically with regards to the provisions of Section 59, BSA, regarding the admissibility of statements made by the injured party (the brother) prior to his hospitalization, and Section 60, BSA, regarding the admissibility of medical evidence, including the hospital records of the brother.",307|302|154|59|60|299|306,109|117|118,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,0.575,4.231,23.919,28.725,1,0.8,0.25,0.5,0.1075,0.0484,258,0
14,"Two men got into a drunken fight and one pushed the other off a bridge, causing his death.",culpable homicide,"**Complaint under Section 306 of Bharatiya Nyaya Sanhita 2023 (BNS)**

In the matter of the untimely demise of [Name of the deceased], who lost his life due to alleged culpable homicide, we seek clarification on the applicability of BNS Section 306, which pertains to culpable homicide not amounting to murder, particularly in scenarios involving reckless or negligent conduct. Specifically, we wish to understand whether the actions of the accused individual, who, in a state of intoxication, pushed the deceased off a bridge, resulting in his fatal fall, would constitute an offense under BNS Section 306.

Additionally, we request guidance on the procedural aspects of this matter, including the filing of the complaint, the initiation of an investigation, and the subsequent legal proceedings under Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), specifically Article 167, which deals with the procedure for investigating cognizable offenses.

Furthermore, we seek clarification on the admissibility of evidence under Bharatiya Sakshya Adhiniyam 2023 (BSA), particularly with regard to the testimony of witnesses, the admissibility of statements made by the accused during the investigation, and the role of circumstantial evidence in establishing the guilt of the accused.

We kindly request the court's guidance on these matters, in order to ensure a thorough and fair investigation into the circumstances surrounding the deceased's untimely demise.",306|101|148,100|105,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,4.834,4.232,48.69,57.756,1,0.4,0.1,0.25,0.0427,0.0673,272,0
15,A bus driver was driving recklessly at high speed and ran over a pedestrian who died on the spot.,death by negligence,"Pursuant to Article 45 of the Bharatiya Nyaya Sanhita 2023 (BNS), in relation to Article 27, I request clarification on the liability of the bus driver under the provisions of 'Culpable Homicide Not Amounting to Murder' for causing the death of the pedestrian, arising out of his alleged 'Reckless Driving' in contravention of Article 32 of the BNS, and whether the offense falls within the definition of 'Cognizable Offense' as per Article 56 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), thus necessitating registration of a First Information Report (FIR) under Article 20 of the BNSS.",45|314|199|32,106|281,0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,1.507,4.196,30.341,36.044,1,0.6,0.2727,0.75,0.0426,0.0568,265,0
16,A wife was continuously tortured by her husband and in-laws for dowry; she was found hanging in her room within two years of marriage.,dowry death,"**INQUIRY INTO CIRCUMSTANCES SURROUNDING THE DEATH OF A FEMALE**

Pursuant to Section 176(1)(g) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), a complaint is made against the husband and in-laws of the deceased for alleged commission of the offence under Section 312(1)(a) of the Bharatiya Nyaya Sanhita 2023 (BNS), read with Sections 312(2) and 312(3) thereof, arising out of the continuous harassment and torture inflicted upon the deceased by the accused.

The circumstances of the case, including the fact that the deceased was found hanging in her room within two years of marriage, necessitate an investigation to ascertain whether the death was caused by the accused's acts constituting the aforesaid offence.

The prosecution is required to prove the guilt of the accused under Section 101(1) of the Bharatiya Sakshya Adhiniyam 2023 (BSA), which provides that the burden of proving the defence of the accused lies on them. Consequently, the accused must establish that their actions did not constitute the aforesaid offence or that they were not responsible for the death of the deceased.

The court is required to inquire into the circumstances surrounding the death and to determine whether the accused are guilty of the offence alleged against them, in accordance with the principles of natural justice and the provisions of the BNSS and the BNS.",1|101|209|197,80|85|86,0,0.0,0.0,0.0,0.0,1,0,0,0.75,0,3.125,4.169,51.762,59.056,1,0.5,0.5,0.75,0.1216,0.0379,180,0
17,A teenager posted on social media encouraging her classmate to commit suicide; the classmate later took her own life.,abetment of suicide,"**Complaint under Bharatiya Nyaya Sanhita 2023 (BNS) and Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS)**

**Query:** A case is reported where a minor, vide a social media post, allegedly incited her classmate to take her own life, which subsequently led to the classmate's demise. 

**Question:**

1. **Offence under BNS:** Can the minor be held liable for abetment of suicide under Article 302(1)(a) of BNS, given that her actions allegedly led to the classmate's death? 
2. **Investigation under BNSS:** What provisions of BNSS (Articles 54, 55, and 56) govern the investigation into this incident, particularly in relation to the minor's social media post and its probable impact on the classmate?
3. **Evidence collection under BSA:** What sections of BSA (Articles 17, 28, 29, and 31) would be applicable in collecting and preserving evidence related to the social media post, online activities, and other relevant data in this case?
4. **Proceedings and Trial under BNSS:** What is the procedure under BNSS (Articles 80, 81, and 82) for conducting the trial, considering the minor's age, and ensuring that justice is served in a fair and compassionate manner?

**Request:** In light of BNS, BNSS, and BSA, kindly provide guidance on the applicable laws, procedures, and any relevant precedents that may be cited in this case.",17|31|28|29|197|302|113|111,108|107,0,0.0,0.0,0.0,0.0,1,0,0,0.375,1,0.989,4.148,159.652,164.789,1,0.2,0.1667,0.5,0.0603,0.0588,297,0
18,A life-convict on parole got into a fight and strangled another person to death.,murder by life-convict,"Pursuant to Article 302 of the Bharatiya Nyaya Sanhita 2023, whether the act of the life-convict on parole resulting in the death of another person through strangulation constitutes an offence under Section 302, and whether such act would amount to 'murder' under the said provision, thereby attracting the prescribed punishment. 

Additionally, under the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023, what are the necessary steps to be taken by the authorities in this regard, particularly in regards to Article 167 (arrest) and Article 168 (custody) of the said Code, considering the life-convict's status of being on parole at the time of the incident.",109|302|1,101|104,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,6.102,4.16,19.852,30.115,1,0.8,0.5556,1.0,0.1154,0.0755,259,0
19,A man fired his licensed gun at his business partner during a heated dispute but the bullet missed narrowly.,attempt to murder,"**Case Query:**

Pursuant to Article 302(1)(a) of the Bharatiya Nyaya Sanhita 2023 (BNS), it is alleged that the accused committed an act of attempted murder under Chapter V, Section 301(B) of the BNS, by discharging a firearm at his business partner, thereby endangering his life, albeit narrowly missing the target.

**Further Inquiries:**

1. **Article 13(2) of the BNSS:** Did the accused obtain valid permission to carry the firearm, as per the Arms Act, and whether such permit was valid at the time of the incident?
2. **Article 20(1) of the BNSS:** Was the accused aware that his actions may lead to harm to another person, particularly his business partner, during the heated dispute?
3. **Section 5(1) of the Bharatiya Sakshya Adhiniyam 2023 (BSA):** Is there any direct evidence, such as eyewitness accounts, video footage, or physical evidence, to establish the sequence of events leading to the alleged crime?
4. **Article 17(2) of the BNSS:** Did the accused's actions constitute a breach of peace and public order, thereby warranting investigation under the provisions of the BNSS?",1|301|5|113|209,109|130,0,0.0,0.0,0.0,0.0,1,0,0,0.6,0,6.213,4.234,95.495,105.946,0,0.4,0.2727,0.5,0.1042,0.0514,203,0
20,A cook mixed rat poison into the food served at a party and three guests died after consuming it.,murder by poisoning,"Pursuant to Article 12(1) of the Bharatiya Nyaya Sanhita 2023, what would be the penal consequences under Section 304A for the cook who, with the intention of causing harm, mixed rat poison into the food served at a party and caused the death of three guests?

Furthermore, under Article 22(3) of the Bharatiya Nyaya Sanhita 2023, would the cook be considered a ""culpable homicide not amounting to murder"" under Section 299, and if so, what would be the relevant provisions of Article 14(2) of the Bharatiya Nagarik Suraksha Sanhita 2023 that would govern the investigation and prosecution of this case?

Additionally, under Article 15(1) of the Bharatiya Sakshya Adhiniyam 2023, what would be the admissibility of evidence in this case, particularly with regards to the testimony of the cook and any other witnesses who may have observed the cook mixing the rat poison into the food, in light of Article 25(2) and Article 27(1) of the said Act?",109|46|304A|111|324|299,101|103|123,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,3.67,4.229,138.168,146.067,1,0.6667,0.4,0.5,0.0938,0.099,270,0
21,My 8-year-old son was taken away by unknown persons from outside his school and we received a ransom call demanding ten lakh rupees.,kidnapping for ransom,"Petition under Article 12 of Bharatiya Nyaya Sanhita 2023 (BNS), seeking registration of a First Information Report (FIR) under Section 3(1) of BNSS in relation to the alleged commission of the offence of Kidnapping for Ransom, punishable under Article 21 of BNS, and requesting immediate investigation and rescue of the child.

Specifically, the petition seeks to invoke the provisions of Section 2(3) of BNSS for the purpose of expeditious and fair investigation, and to obtain necessary assistance and cooperation from the authorities under Article 18 of BNS for the safe recovery of the child. 

Additionally, the petition requests the Court to direct the Investigating Officer to gather evidence and collect statements from witnesses under the provisions of Article 25 of Bharatiya Sakshya Adhiniyam 2023 (BSA) and to submit a detailed report under Article 13 of BNS.",3|197|211|139|137,137|138|308,1,0.125,0.2,0.3333,0.25,1,0,0,0.8,0,2.266,4.165,24.76,31.194,1,0.6,0.2222,0.75,0.011,0.0809,191,0
22,A young woman was lured with a fake job offer and trafficked to another state where she was forced into prostitution.,human trafficking,"Notified to the concerned authorities under Section 4(B) of the Bharatiya Nyaya Sanhita 2023, a complaint is hereby lodged regarding an alleged offence under Section 4(A)(i) of the Bharatiya Nyaya Sanhita 2023 - 'Exploitation of Vulnerable Person through False Promise', read with Section 6(A)(iii) of the Bharatiya Nyaya Sanhita 2023 - 'Conspiracy to Traffic Person for Commercial Sexual Exploitation'. The incident allegedly occurred as a result of an offence under Section 7(B)(ii) of the Bharatiya Nyaya Sanhita 2023 - 'Forcing a Person into Commercial Sexual Exploitation'. 

Pursuant to Section 22(1) of the Bharatiya Nagarik Suraksha Sanhita 2023, it is requested that a magisterial inquiry be conducted into the matter and necessary action be taken under Section 28(3) of the Bharatiya Nagarik Suraksha Sanhita 2023 to safeguard the rights of the victim. 

In accordance with Section 15(A)(i) of the Bharatiya Sakshya Adhiniyam 2023, it is requested to obtain and preserve evidence related to the offence, including any electronic communication, documents or other materials relevant to the case, and to examine the victim as a witness under Section 19(2) of the Bharatiya Sakshya Adhiniyam 2023.",4|28|6|7|15|19|22,138|144|98,0,0.0,0.0,0.0,0.0,1,0,0,0.1429,1,2.029,4.254,24.12,30.403,1,0.6,0.3333,0.5,0.1429,0.0632,237,0
23,A gang kidnapped children from railway stations and maimed them to use for organized begging.,kidnapping and maiming for begging,"**Complaint under Section 302, 369, and 342 of the Bharatiya Nyaya Sanhita 2023 (BNS)**

To Whom It May Concern,

I lodge a complaint against a gang involved in the commission of the following crimes:

**Crime 1: Abduction and Maiming**

The group has been abducting children from railway stations and inflicting grievous injuries upon them, thereby causing them severe physical harm. This act constitutes the offense of causing the death and grievous hurt under Article 302 of the BNS (Causing death by doing any rash or negligent act not amounting to culpable homicide), Article 369 of the BNS (Kidnapping from lawful guardianship), and Article 342 of the BNS (Voluntarily causing grievous hurt).

**Crime 2: Exploitation**

The accused gang is using the abducted and maimed children for organized begging, which is an act of exploitation. This offense falls under Article __________ of the BNS (to be specified after further research).

**Request**

I request you to register a First Information Report (FIR) under the relevant provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and to investigate this case under the provisions of the BNSS.

**Evidence**

I request the investigating officer to collect evidence in accordance with Article 25 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), including but not limited to:

- Statements of witnesses under Section 17 of the BSA
- Documentary evidence under Section 18 of the BSA
- Physical evidence under Section 19 of the BSA
- Medical evidence under Section 20 of the BSA

I request you to take necessary action in this matter, and I am willing to cooperate with the investigation.

**Signature**

[Your Signature]

**Date**

[Date]",4|113|111|209|314,137|139|95,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,0.929,4.314,33.256,38.499,1,0.8333,0.4545,0.75,0.1149,0.0774,242,0
24,My teenage daughter was taken away by a man she met online without my knowledge or consent.,kidnapping from lawful guardianship,"Pursuant to Article 12(1)(b) of the Bharatiya Nyaya Sanhita 2023 (BNS), I request to report an alleged commission of the offence of ""Abduction of a Minor"" and/or ""Kidnapping"" as defined in Article 18(2)(c) of BNS, in contravention of Article 19(3)(a) of BNSS, which mandates the reporting of missing persons.

Noting that the victim is a minor, I request an investigation into this incident under Article 20(1)(i) of BNSS, ensuring the preservation of evidence and the protection of the rights of the minor as an informant under Article 21(4)(b) of BNSS.

Further, I request an examination of the online interactions between the victim and the alleged perpetrator, in accordance with the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA), particularly with respect to the admissibility of digital evidence under Article 35(2)(d) of BSA, and the reliability of online testimony as per Article 42(1)(a) of BSA.

I request the authorities to take necessary measures to locate and secure the safe return of the minor, and to initiate proceedings against the alleged perpetrator as per Article 28(1)(c) of BNSS.",35|42|20|303|19|21|111|314,137|138,0,0.0,0.0,0.0,0.0,1,0,0,0.375,1,5.955,4.235,130.172,140.361,1,0.8,0.5,1.0,0.1325,0.0424,224,0
25,An auto-rickshaw driver forcibly took a woman passenger to an isolated area against her will.,abduction,"Petition for the Enforcement of Protection of Personal Liberty and Prevention of Unlawful Restraint and Confinement under the Bharatiya Nyaya Sanhita 2023 (BNS) and the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

Whether the actions of the auto-rickshaw driver, as described, constitute an offence punishable under Article 321 (1)(a) of the BNS (Culpable Homicide not amounting to Murder) or Article 321 (1)(c) BNS (Voluntarily causing hurt by dangerous weapons or means) since these actions have not been specified and whether they fall under the provisions of Article 321(1)(h) of the BNS (Sexual Assault), or Article 321 (1)(j) of the BNS (Kidnapping or Abduction) and/or Article 321 (1)(g) of the BNS (Unlawful Restraint) of a woman passenger against her will.

Whether the police have a duty to register an FIR under Article 23 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and to conduct a thorough investigation into this incident.

Whether the prosecution can rely on circumstantial evidence as per Article 59(1) of the Bharatiya Sakshya Adhiniyam 2023 (BSA) for conviction of the accused and the admissibility of digital evidence under Article 54 of the BSA.

Whether the accused can be held criminally liable under Article 21(7) of the BNS and the provision of anticipatory bail under Article 34 of the BNSS in light of these circumstances.",1|4|211|113|200|125|209,138|127|74,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.99,4.241,19.063,29.293,1,0.8,0.1429,0.25,0.1,0.0892,231,0
26,A child under ten was stolen from her parents at a mela and later found being sold to a couple in another city.,kidnapping and selling of child,"Pursuant to Article 12, Subsection 2 of the Bharatiya Nyaya Sanhita 2023 (BNS), we seek clarification on the applicability of Section 315A(1) of the BNS in relation to the alleged abduction of a minor child under ten years of age, in contravention of Article 316(2)(i) of the BNS, at a public gathering (mela). Furthermore, we seek guidance on whether the subsequent sale of the child to a couple in another city constitutes an offence under Section 318(2) of the BNS, thereby triggering the mandatory reporting requirements under Article 320(4) of the BNS, as amended by the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

Please note that the relevant evidence collected by the investigating authorities should be examined in light of the provisions of Article 41, Subsection 1 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), specifically the burden of proof as per Article 42(3) of the BSA, to determine the culpability of the accused individuals.",315A|318|320|316|139,97|98|137,0,0.0,0.0,0.0,0.0,1,0,0,0.2,1,0.836,4.228,27.81,32.874,1,0.8,0.4,0.75,0.1558,0.0544,187,0
