case_id,case_description,offense_category,rephrased_query,cited_sections,gold_sections,hit_rate,mrr,section_precision,section_recall,section_f1,correct_act_cited,ipc_reference_count,fabricated_section_count,grounding_score,hallucination_flag,rephrase_latency_sec,retrieval_latency_sec,generation_latency_sec,total_latency_sec,offense_category_hit,offense_keyword_coverage,completeness_score,key_issue_coverage,answer_relevance_score,context_relevance_score,answer_length_words,has_safety_disclaimer
10,Someone hacked my social media account and posted offensive content using my name.,cybercrime / hacking and defamation,"Petition for Relief under Article 39(1)(b) of Bharatiya Nyaya Sanhita 2023 (BNS): 

Complainant seeks immediate action against the perpetrator who, with malicious intent, committed an act of cybercrime by hacking into the complainant's social media account and posting content deemed offensive under Article 11(6) of Bharatiya Nyaya Sanhita 2023 (BNS). Prayer is made for the registration of an FIR as per Article 23(1) of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and for necessary investigation under Article 46(1) of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

Further, this petition seeks the exclusion of the offending content as evidence under Article 56(2) of Bharatiya Sakshya Adhiniyam 2023 (BSA) and any other relief deemed fit and necessary by the court to protect the complainant's reputation and ensure the perpetrator's accountability for their actions.

Request is made under Article 5(2) of Bharatiya Nyaya Sanhita 2023 (BNS) for the court to expedite this matter and ensure fair and just treatment of the complainant.",197|353|211|113,318|319|356,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,0.683,4.199,12.763,17.644,1,0.5,0.4545,0.75,0.0444,0.1145,309,0
10,Someone hacked my social media account and posted offensive content using my name.,cybercrime / hacking and defamation,"Complaint against Unauthorised Use of Personal Information and Defamation under the provisions of Bharatiya Nyaya Sanhita 2023 (BNS) and Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).

Pursuant to the provisions of Article 123 of Bharatiya Nyaya Sanhita 2023 (BNS), I seek your assistance in filing a complaint against an individual who has committed the offence of unauthorised use of personal information under Article 234(1)(a) of BNS, whereby my social media account was accessed without my consent, and offensive content was posted using my name.

Furthermore, under Article 219 of Bharatiya Nyaya Sanhita 2023 (BNS), I also seek to file a complaint against the said individual for the offence of defamation, as the said content has caused harm to my reputation and goodwill.

Under Section 53(4) of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), I request that the investigation be conducted expeditiously, and the accused be brought to justice.

Pursuant to Article 17 of Bharatiya Sakshya Adhiniyam 2023 (BSA), I submit the following documents as evidence:

* Screenshots of the offending posts
* Records of the social media account activity
* Testimony of witnesses who have seen the offending posts.

I request that the authorities take immediate action in this matter, investigate the circumstances surrounding the unauthorised use of my personal information and the posting of defamatory content, and bring the accused to justice in accordance with the provisions of Bharatiya Nyaya Sanhita 2023 (BNS) and Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS).",356|353|1|234|197|219,318|319|356,1,0.1667,0.1667,0.3333,0.2222,1,0,0,0.6667,0,0.878,8.328,41.751,50.958,1,0.5,0.2727,0.5,0.1216,0.0422,151,0
11,During a land dispute my uncle stabbed my father multiple times with a knife and he died on the spot.,murder,"Pursuant to Article 226 of the Bharatiya Nyaya Sanhita 2023 (BNS), I seek guidance on the applicable provisions in the event of a homicide committed during a dispute over immovable property.

Specifically, I would like to know whether the circumstances of the incident, wherein my uncle allegedly stabbed my father multiple times with a sharp-edged object, resulting in his instantaneous demise, would attract the charges of murder under Article 312 of the BNS.

Furthermore, under the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), what is the procedure for registering a First Information Report (FIR) and commencing an investigation in this case, particularly considering the fact that the dispute was related to immovable property and the accused is a family member?

Lastly, under the Bharatiya Sakshya Adhiniyam 2023 (BSA), what is the admissible evidence that can be used to establish the guilt of the accused, taking into account the testimony of witnesses, any physical evidence collected from the crime scene, and any other relevant facts and circumstances of the case?",1|4|230|303|113,101|103,0,0.0,0.0,0.0,0.0,0,2,0,1.0,0,1.083,4.216,12.187,17.487,1,0.2,0.0,0.0,0.0686,0.058,226,0
11,During a land dispute my uncle stabbed my father multiple times with a knife and he died on the spot.,murder,"**Complaint under Bharatiya Nyaya Sanhita 2023 (BNS)**

To whom it may concern,

I, [Your Name], son of the deceased, hereby lodge a complaint against my uncle, [Uncle's Name], for the alleged commission of the offence under BNS, Section 302 - Murder.

**Particulars of the Offence:**

On [date], at [place], my uncle, [Uncle's Name], with intent to kill, caused grievous hurt to my father by stabbing him multiple times with a knife. As a direct result of these injuries, my father succumbed to his injuries on the spot.

**Request for Investigation and Prosecution:**

I request that a thorough investigation be conducted under the provisions of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) and that my uncle be apprehended and prosecuted for the said offence. I also request that the evidence, including medical and forensic reports, be collected and preserved in accordance with the provisions of Bharatiya Sakshya Adhiniyam 2023 (BSA).

**Signature:**
[Your Signature]

**Date:**
[Date]

Please note that this is a formal complaint and may be used as evidence in any subsequent legal proceedings.",1|197|113|314|111|302|209|5,101|103,0,0.0,0.0,0.0,0.0,1,0,0,0.875,0,0.667,4.214,91.76,96.641,1,0.2,0.125,0.3333,0.0645,0.0778,228,0
12,A man poured acid on a woman's face after she rejected his marriage proposal and she later succumbed to injuries.,murder and acid attack,"In view of the above circumstances, a formal complaint is sought to be filed under Section 302 of the Bharatiya Nyaya Sanhita 2023 (BNS) for the alleged commission of the offence of Murder. 

Further, it is desired to seek an order under Article 176 of the BNSS to conduct an inquest into the cause of death of the deceased, in order to ascertain the circumstances surrounding the incident.

Additionally, it is requested to direct the collection of evidence, including forensic reports, under Section 65 of the Bharatiya Sakshya Adhiniyam 2023 (BSA) to determine the extent of the injuries caused to the deceased and to establish the culpability of the accused.

It is also prayed that the accused be charged under Section 317 of BNS for the offence of voluntarily causing grievous hurt by means of poison, corrosive substance or hot substance, as the accused allegedly poured acid on the victim's face.

Furthermore, it is sought to invoke the provisions of Section 188 of BNSS to obtain an order of protection for the family of the deceased, in light of the sensitive nature of the case.",302|65|176|317,101|103|124,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,11.531,4.213,38.753,54.497,1,0.6,0.4286,0.75,0.0633,0.057,207,0
12,A man poured acid on a woman's face after she rejected his marriage proposal and she later succumbed to injuries.,murder and acid attack,"Pursuant to the Bharatiya Nyaya Sanhita 2023 (BNS), an inquiry is required to determine whether the accused has committed the offence of causing grievous hurt by an offender by means of poison, etc. (Article 315, BNS) and whether the said act was motivated by the victim's rejection of the accused's marriage proposal, thereby constituting the offence of dowry harassment or harassment with intent to coerce (Article 322, BNS).

Furthermore, an investigation is needed to ascertain whether the accused has committed the offence of culpable homicide not amounting to murder, punishable under Article 302, BNS, and whether the victim's death was a direct consequence of the injuries inflicted upon her.

Pursuant to the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), the inquiry and investigation should be conducted in accordance with the provisions related to the investigation of cognizable offences (Chapter VII, BNSS) and the provisions related to the investigation of non-cognizable offences (Chapter VIII, BNSS).

During the inquiry and investigation, the admissibility of evidence and the burden of proof should be determined in accordance with the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA), specifically Article 21(1)(d), BSA, which deals with the burden of proof and the standard of proof in criminal cases.",302|322|229|315,101|103|124,0,0.0,0.0,0.0,0.0,1,0,0,0.25,1,3.757,4.229,20.553,28.539,1,0.6,0.5714,1.0,0.0965,0.0831,288,0
13,My neighbor hit my brother on the head with an iron rod during a heated argument; he is in ICU and may not survive.,attempt to murder,"PETITION UNDER THE BHARATIYA NYAYA SANHITA 2023 (BNS) FOR REGISTRATION OF AN OFFENCE AND GRANT OF PROTECTION ORDERS:

To the Magistrate of the First Class,

I, [Your Name], submit this petition stating that my brother, [Brother's Name], is a victim of a grievous hurt inflicted by my neighbor, [Neighbor's Name], who on [Date of Incident], in a fit of rage, struck my brother on the head with an iron rod during a heated argument. My brother is currently admitted in the Intensive Care Unit (ICU) of [Hospital Name] and is in a precarious condition, with a high likelihood of succumbing to his injuries.

Pursuant to BNS, Article 13 (a) -  'Causing grievous hurt', I request that a First Information Report (FIR) be registered against [Neighbor's Name] under the aforesaid provision, and that necessary legal proceedings be initiated against him.

Furthermore, I pray for protection orders under BNS, Article 21 (c) - 'Protection from harassment and intimidation' as well as under BNSS, Section 154 (1) - 'Duty of the Magistrate to cause an inquiry into the cause of death or grievous hurt', to ensure that my family and I are not harassed or intimidated by the accused or any of his associates during the pendency of these proceedings.

I request that this petition be considered and necessary action be taken at the earliest.

Respectfully submitted,

[Your Name]",21|125|122,109|117|118,1,0.125,0.0,0.0,0.0,1,0,0,0.6667,0,4.915,4.198,1.667,10.78,1,0.4,0.25,0.5,0.0778,0.0779,216,0
13,My neighbor hit my brother on the head with an iron rod during a heated argument; he is in ICU and may not survive.,attempt to murder,"Pursuant to the Bharatiya Nyaya Sanhita 2023, a complaint is hereby filed under the provisions of Section 299, BNS, read with Section 302, BNS, regarding an alleged offence of ""Culpable Homicide Not Amounting to Murder"" (Section 306, BNS) and ""Murder"" (Section 307, BNS), committed by the neighbour against the brother. 

Furthermore, under the Bharatiya Nagarik Suraksha Sanhita 2023, an application is made under Section 154, BNSS, to register an FIR (First Information Report) in this regard and to initiate an investigation into the said incident. 

Additionally, under the Bharatiya Sakshya Adhiniyam 2023, we seek guidance on the admissibility of evidence in this case, specifically with regards to the provisions of Section 59, BSA, regarding the admissibility of statements made by the injured party (the brother) prior to his hospitalization, and Section 60, BSA, regarding the admissibility of medical evidence, including the hospital records of the brother.",307|302|154|59|60|299|306,109|117|118,0,0.0,0.0,0.0,0.0,1,0,0,0.0,1,0.575,4.231,23.919,28.725,1,0.8,0.25,0.5,0.1075,0.0484,258,0
14,"Two men got into a drunken fight and one pushed the other off a bridge, causing his death.",culpable homicide,"Pursuant to the Bharatiya Nyaya Sanhita 2023 (BNS), is the accused liable to be charged under Section 302 of BNS, ""Murder"", for causing the death of the deceased individual, considering the act of being pushed off a bridge as an act of commission with intent to cause grievous bodily harm, culminating in the deceased's demise?

Furthermore, with respect to the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), the query seeks clarification on the procedural aspects, specifically the process for registering an FIR, conducting an investigation, and obtaining necessary permissions for the post-mortem examination under Article 176 of BNSS.

Lastly, under the Bharatiya Sakshya Adhiniyam 2023 (BSA), is the prosecution required to establish the accused's intent to cause harm, and what is the standard of proof required to establish the culpability of the accused under Section 52 of BSA, ""Presumption as to culpable homicide""?",1|52|302|113|84|209,100|105,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,0.917,4.179,16.634,21.73,1,0.8,0.3,0.5,0.1053,0.0923,314,0
14,"Two men got into a drunken fight and one pushed the other off a bridge, causing his death.",culpable homicide,"**Complaint under Section 306 of Bharatiya Nyaya Sanhita 2023 (BNS)**

In the matter of the untimely demise of [Name of the deceased], who lost his life due to alleged culpable homicide, we seek clarification on the applicability of BNS Section 306, which pertains to culpable homicide not amounting to murder, particularly in scenarios involving reckless or negligent conduct. Specifically, we wish to understand whether the actions of the accused individual, who, in a state of intoxication, pushed the deceased off a bridge, resulting in his fatal fall, would constitute an offense under BNS Section 306.

Additionally, we request guidance on the procedural aspects of this matter, including the filing of the complaint, the initiation of an investigation, and the subsequent legal proceedings under Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), specifically Article 167, which deals with the procedure for investigating cognizable offenses.

Furthermore, we seek clarification on the admissibility of evidence under Bharatiya Sakshya Adhiniyam 2023 (BSA), particularly with regard to the testimony of witnesses, the admissibility of statements made by the accused during the investigation, and the role of circumstantial evidence in establishing the guilt of the accused.

We kindly request the court's guidance on these matters, in order to ensure a thorough and fair investigation into the circumstances surrounding the deceased's untimely demise.",306|101|148,100|105,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,4.834,4.232,48.69,57.756,1,0.4,0.1,0.25,0.0427,0.0673,272,0
15,A bus driver was driving recklessly at high speed and ran over a pedestrian who died on the spot.,death by negligence,"Pursuant to Article 226 of the Bharatiya Nyaya Sanhita 2023 (BNS), a complaint is sought to be registered against the bus driver for the alleged commission of the offence under Section 302 of the BNS, read with Section 279 of the BNS, for causing the death of a pedestrian by rash and negligent driving. 

The specific circumstances of the incident are as follows:

- The bus driver was driving at a high speed in a reckless manner.
- The bus driver collided with a pedestrian, resulting in the pedestrian's death on the spot.
- The bus driver has allegedly failed to exercise due care and caution while driving the vehicle, thereby endangering the life or personal safety of others.

It is requested that the investigating officer be directed to register a case under Section 302 of the BNS and Section 279 of the BNS, and to conduct a thorough investigation into the incident, taking into account the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) dealing with the collection and preservation of evidence, as well as the examination and cross-examination of witnesses, in accordance with the provisions of Article 12(1) of the Bharatiya Sakshya Adhiniyam 2023 (BSA).",1|285|279|106|302|281|199,106|281,1,0.5,0.2857,1.0,0.4444,1,0,0,0.7143,0,1.053,4.215,23.33,28.599,1,0.6,0.4545,0.5,0.1268,0.0773,170,0
15,A bus driver was driving recklessly at high speed and ran over a pedestrian who died on the spot.,death by negligence,"Pursuant to Article 45 of the Bharatiya Nyaya Sanhita 2023 (BNS), in relation to Article 27, I request clarification on the liability of the bus driver under the provisions of 'Culpable Homicide Not Amounting to Murder' for causing the death of the pedestrian, arising out of his alleged 'Reckless Driving' in contravention of Article 32 of the BNS, and whether the offense falls within the definition of 'Cognizable Offense' as per Article 56 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), thus necessitating registration of a First Information Report (FIR) under Article 20 of the BNSS.",45|314|199|32,106|281,0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,1.507,4.196,30.341,36.044,1,0.6,0.2727,0.75,0.0426,0.0568,265,0
16,A wife was continuously tortured by her husband and in-laws for dowry; she was found hanging in her room within two years of marriage.,dowry death,"Petition for Investigation and Potential Prosecution under Section 304B of the Bharatiya Nyaya Sanhita 2023 (BNS) and Section 176 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS):

To the Hon'ble Magistrate of the District Court,

Pursuant to the alleged incident of a female individual being found hanging in her room within a span of two years of her marriage, there is a reasonable suspicion of her having been subjected to cruelty and harassment by her husband and in-laws for dowry. It is requested that an investigation be conducted under Article 21 of the Constitution of India and Section 176 of the BNSS to determine the circumstances surrounding the deceased's death.

It is respectfully prayed that:

1. A magisterial inquiry be conducted to gather evidence and interview relevant witnesses, as per Section 176 of the BNSS.
2. The investigation be carried out with due diligence and promptness to ensure that the rights of the deceased and her family are protected.
3. The findings of the investigation be submitted to this Hon'ble Court for further proceedings, if warranted.
4. In the event that the investigation reveals sufficient evidence, criminal proceedings be initiated against the accused under Section 304B of the BNS, which deals with dowry-related deaths.

Prayer for a fair and impartial investigation, and for such further orders as this Hon'ble Court may deem fit.

Respectfully submitted,
[Your Name]

Advocate for the Petitioner.",176|304B,80|85|86,0,0.0,0.0,0.0,0.0,0,1,0,0.0,1,2.352,8.487,61.966,72.806,1,0.8333,0.6,1.0,0.1605,0.0368,229,0
16,A wife was continuously tortured by her husband and in-laws for dowry; she was found hanging in her room within two years of marriage.,dowry death,"Subject: Query regarding alleged commission of offence under BNS, 2023 - Suicidal Death of Spouse

Respected Hon'ble Magistrate/Judge,

I seek your esteemed guidance on the following matter:

Pursuant to the provisions of Article 302 of the BNS, 2023, I would like to inquire about the applicability of the offence of Dowry Harassment as defined under Article 498 (2) and (3) of the BNS, 2023, in the following scenario:

A married woman (hereinafter referred to as the ""deceased"") was subjected to continuous harassment and torture by her husband and his family members (hereinafter referred to as the ""accused"") for dowry within a period of two years from the date of marriage. The deceased was found deceased, allegedly by hanging, in her room on a certain date.

In light of the aforesaid circumstances, I kindly request Your Honour to clarify whether the accused can be held liable under Article 498 (2) and (3) of the BNS, 2023, for the alleged commission of the offence.

Additionally, I would like to seek Your Honour's guidance on the procedure to be followed under the BNSS, 2023, for registering an FIR (First Information Report) and conducting an investigation into this matter.

Furthermore, I would appreciate Your Honour's clarification on the admissibility of evidence under the BSA, 2023, and the burden of proof that would lie on the prosecution in establishing the guilt of the accused.

I look forward to receiving Your Honour's guidance and assistance in this matter.

Respectfully submitted,

[Your Name]",80|498,80|85|86,1,0.25,0.5,0.3333,0.4,1,0,1,0.5,0,1.538,4.192,161.083,166.813,1,0.6667,0.6,1.0,0.1707,0.0817,238,0
16,A wife was continuously tortured by her husband and in-laws for dowry; she was found hanging in her room within two years of marriage.,dowry death,"**INQUIRY INTO CIRCUMSTANCES SURROUNDING THE DEATH OF A FEMALE**

Pursuant to Section 176(1)(g) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), a complaint is made against the husband and in-laws of the deceased for alleged commission of the offence under Section 312(1)(a) of the Bharatiya Nyaya Sanhita 2023 (BNS), read with Sections 312(2) and 312(3) thereof, arising out of the continuous harassment and torture inflicted upon the deceased by the accused.

The circumstances of the case, including the fact that the deceased was found hanging in her room within two years of marriage, necessitate an investigation to ascertain whether the death was caused by the accused's acts constituting the aforesaid offence.

The prosecution is required to prove the guilt of the accused under Section 101(1) of the Bharatiya Sakshya Adhiniyam 2023 (BSA), which provides that the burden of proving the defence of the accused lies on them. Consequently, the accused must establish that their actions did not constitute the aforesaid offence or that they were not responsible for the death of the deceased.

The court is required to inquire into the circumstances surrounding the death and to determine whether the accused are guilty of the offence alleged against them, in accordance with the principles of natural justice and the provisions of the BNSS and the BNS.",1|101|209|197,80|85|86,0,0.0,0.0,0.0,0.0,1,0,0,0.75,0,3.125,4.169,51.762,59.056,1,0.5,0.5,0.75,0.1216,0.0379,180,0
17,A teenager posted on social media encouraging her classmate to commit suicide; the classmate later took her own life.,abetment of suicide,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), a complaint is sought to be registered against the teenager under Article 320 (1) ('Abetment of suicide') and Article 321 (1) ('Causing death by abetment') for allegedly inducing her classmate to commit suicide through a social media post, which ultimately led to the classmate's death.

The facts of the case necessitate an investigation under the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), specifically Section 94 (1) ('Preliminary inquiry by Magistrate'), to determine whether sufficient grounds exist to warrant a trial. During the course of the investigation, the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA) shall apply, particularly Section 42 (3) ('Presumption as to abetment of suicide'), to guide the assessment of evidence and the establishment of the requisite causation in support of the charges.

The complainant shall be required to provide the investigation agency with relevant proof and evidence under Article 54 (1) ('Burden of proof') of the BSA, to substantiate the allegations of abetment and causation.",49|42|353|46,108|107,0,0.0,0.0,0.0,0.0,1,0,0,0.75,0,0.887,4.183,8.051,13.121,1,0.8,0.3333,0.75,0.1139,0.0585,163,0
