case_id,case_description,offense_category,rephrased_query,cited_sections,gold_sections,hit_rate,mrr,section_precision,section_recall,section_f1,correct_act_cited,ipc_reference_count,fabricated_section_count,grounding_score,hallucination_flag,rephrase_latency_sec,retrieval_latency_sec,generation_latency_sec,total_latency_sec,offense_category_hit,offense_keyword_coverage,completeness_score,key_issue_coverage,answer_relevance_score,context_relevance_score,answer_length_words,has_safety_disclaimer
11,During a land dispute my uncle stabbed my father multiple times with a knife and he died on the spot.,murder,"Petition for Prosecution under Section 297 of the Bharatiya Nyaya Sanhita 2023 (BNS) - Murder by causing bodily injury resulting in death.

Whether the act of my uncle, causing multiple stab wounds to my father with a knife resulting in his immediate death, constitutes an offence under Section 297 of the BNS, thereby entitling me to file a complaint under Section 154 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), and seeking registration of a First Information Report (FIR) in this matter?

Furthermore, I seek clarification on the admissibility of evidence under the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA) regarding:

1. The eyewitness accounts of the incident, as per Article 12 of BSA, relating to the testimony of relevant witnesses.
2. The medical reports and autopsy examination under Article 15 of BSA, to determine the cause and manner of my father's death.
3. The recovery of the knife used in the commission of the offence, as per Article 20 of BSA, for its potential use as evidence in the trial.

Please provide guidance on the procedures to be followed under BNSS for the registration of the FIR and the subsequent investigation, as well as the rules of evidence to be applied in the trial under BSA.",297|109|5|154,101|103,0,0.0,0.0,0.0,0.0,1,0,0,0.5,0,7.002,0.143,88.032,95.177,1,0.2,0.375,0.6667,0.0538,0.0603,204,1
12,A man poured acid on a woman's face after she rejected his marriage proposal and she later succumbed to injuries.,murder and acid attack,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), it is requested to determine whether the perpetrator has committed an offence under Article 321 (Offence of voluntarily causing grievous hurt by use of acid or other corrosive substances) of the BNS.

Furthermore, in accordance with the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), it is sought to investigate and prosecute the perpetrator under Article 56 (Investigation of cognizable offences) and Article 62 (Procedure for investigation of offences under BNS).

Additionally, under the Bharatiya Sakshya Adhiniyam 2023 (BSA), it is necessary to establish the facts surrounding the incident, including the circumstances of the rejection of the marriage proposal and its relevance to the offence committed, for the purposes of determining the guilt of the accused.",1|118|124|122,101|103|124,1,0.25,0.25,0.3333,0.2857,1,0,0,1.0,0,0.993,2.96,61.14,65.093,1,0.6,0.4286,1.0,0.1714,0.0784,157,0
13,My neighbor hit my brother on the head with an iron rod during a heated argument; he is in ICU and may not survive.,attempt to murder,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), a complaint is being lodged against the neighbor for allegedly committing a cognizable offence under Article 324 (Hurt by dangerous weapons or means) of the BNS, in connection with the incident that occurred during a heated argument. 

The incident details are as follows: the neighbor physically assaulted my brother, causing grievous bodily harm, which has resulted in my brother being admitted to the Intensive Care Unit (ICU) in a critical condition, and there is a possibility that he may not survive.

Pursuant to Article 159 of the BNSS, a First Information Report (FIR) is hereby sought to be registered against the neighbor, and under the provisions of Article 167 of the BNSS, it is requested that the police take immediate action to investigate this matter and apprehend the accused.

Additionally, pursuant to Article 51 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), the medical records and other relevant evidence related to my brother's injuries and treatment are hereby sought to be attached to the FIR, for the purpose of establishing the extent of the physical harm caused to my brother.",324|47|48,109|117|118,0,0.0,0.0,0.0,0.0,1,0,0,0.6667,0,22.693,0.13,71.482,94.305,1,0.4,0.0833,0.25,0.0851,0.0495,213,0
14,"Two men got into a drunken fight and one pushed the other off a bridge, causing his death.",culpable homicide,"Preliminary Inquiry: 

In the wake of an alleged contravention of Article 321 (1) (a) of the Bharatiya Nyaya Sanhita 2023, a complaint is filed against the accused for the alleged commission of offences under Article 212 (1) (a) BNS, specifically Section 212 (1)(a)(i) (Homicide by negligent act) and possible additional charges.

Pursuant to Article 21 (1) (1) of the Bharatiya Nagarik Suraksha Sanhita 2023, it is requested that an investigation be conducted and the accused be apprehended, pending further proceedings.

As per Article 15 (1) (1) of the Bharatiya Sakshya Adhiniyam 2023, evidence shall be gathered and presented to the court to establish the guilt or innocence of the accused. 

Further inquiry and investigation are required to ascertain the facts of the case and determine the course of action to be taken against the accused.",5|1|109|209|230|212,100|105,0,0.0,0.0,0.0,0.0,1,0,0,0.8333,0,0.879,0.116,90.752,91.747,1,0.8,0.3,0.5,0.1912,0.0746,149,0
15,A bus driver was driving recklessly at high speed and ran over a pedestrian who died on the spot.,death by negligence,"Pursuant to Article 34 of the Bharatiya Nyaya Sanhita 2023 (BNS), a formal complaint is submitted against the bus driver under Section 305 (Causing death by rash or negligent act with intent to cause harm) and/or Section 304-A (Causing death by rash or negligent act) of BNS. 

Furthermore, under the provisions of Article 45 of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), a Magistrate's inquiry is requested to be initiated to determine the facts and circumstances surrounding the incident, and ascertain the extent of the bus driver's liability under Section 176 (Magistrate's inquiry in cases of unnatural deaths) of BNSS.

Additionally, under the provisions of Article 67 of Bharatiya Sakshya Adhiniyam 2023 (BSA), the prosecution is required to establish the culpability of the bus driver by adducing relevant evidence, including eyewitness accounts and forensic analysis, to prove the commission of the alleged offense under Section 9 (Burden of proof) of BSA.",4|305|5|106|304|356|199|1|209|176,106|281,1,0.25,0.1,0.5,0.1667,1,0,0,0.7,0,3.171,0.121,84.568,87.86,1,0.8,0.4545,0.5,0.11,0.0904,291,0
16,A wife was continuously tortured by her husband and in-laws for dowry; she was found hanging in her room within two years of marriage.,dowry death,"What are the legal consequences and potential charges against the husband and in-laws, under BNS, BNSS, and BSA, for the alleged commission of the offence of dowry torture and harassment resulting in the death of their wife, as per Article 498A of BNS, within a period of two years from the date of marriage, as per Article 11 of BNS, and in light of the provisions relating to suicide and inquest as per Article 117 of BNS and Chapter VII of BNSS? 

Additionally, considering the role of the husband and in-laws in the deceased's death, what are the rights and entitlements of the wife's family under BSA, particularly in relation to the admissibility of evidence and the burden and standard of proof, as per Article 45 of BSA, and what are the potential consequences for non-compliance or obstruction of the investigation under Article 83 of BNSS?",55|113|82|80|46|85,80|85|86,1,0.5,0.3333,0.6667,0.4444,1,0,0,1.0,0,5.959,0.109,54.755,60.823,1,0.8333,0.8,1.0,0.1101,0.1321,412,0
17,A teenager posted on social media encouraging her classmate to commit suicide; the classmate later took her own life.,abetment of suicide,"Pursuant to Article 321(1) of the Bharatiya Nyaya Sanhita 2023 (BNS), a legal query is framed as follows:

Can the accused teenager, under Section 306(2) of BNS, be held liable for abetting the classmate's suicide, considering that the classmate later took her own life following the teenager's alleged incitement on social media? 

Furthermore, Section 197(3) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) necessitates an investigation into the circumstances surrounding this incident. Under what provisions of BNSS can the investigating officer proceed to gather evidence and initiate action against the accused teenager?

Concurrently, under Section 29(5) of the Bharatiya Sakshya Adhiniyam 2023 (BSA), what types of electronic records, such as social media posts, would be admissible as evidence in this case, and under what conditions can they be used to establish the accused's intent and culpability?",4|6|356|8|229|1|113|306|46|78,108|107,0,0.0,0.0,0.0,0.0,1,0,0,0.7,0,3.986,0.098,98.93,103.014,1,0.4,0.1667,0.5,0.088,0.1475,439,0
18,A life-convict on parole got into a fight and strangled another person to death.,murder by life-convict,"Petition for Cognizance and Prosecution under the Bharatiya Nyaya Sanhita 2023 (BNS):

Whether the life-convict, being on parole under Section 123 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), has committed the offence of culpable homicide not amounting to murder under Article 302 of the BNS, by intentionally causing the death of another person through strangulation, thereby attracting penal consequences under Article 302 and/or Article 304 of the BNS?",110|101|105|104|62,101|104,1,0.1667,0.4,1.0,0.5714,1,0,0,1.0,0,8.897,0.063,74.509,83.469,1,0.6,0.6667,1.0,0.0674,0.1477,287,0
19,A man fired his licensed gun at his business partner during a heated dispute but the bullet missed narrowly.,attempt to murder,"Pursuant to the Bharatiya Nyaya Sanhita 2023, a case is hereby registered regarding an alleged commission of the offence under Article 302 of the Bharatiya Nyaya Sanhita 2023, which deals with the act endangering life or personal safety of others, in relation to the incident where a licensed firearm was discharged, narrowly missing the victim (his business partner), during a heated dispute. 

Further, in accordance with the Bharatiya Nagarik Suraksha Sanhita 2023, an application is made under Section 197 of the Bharatiya Nagarik Suraksha Sanhita 2023, for police investigation into the said incident, to determine the culpability of the accused and to gather evidence for further legal proceedings.

Additionally, under the Bharatiya Sakshya Adhiniyam 2023, a request is made for the preservation and collection of physical evidence, including the firearm used in the incident, and any other relevant material that may have bearing on the case, to be preserved and produced as evidence in accordance with the provisions of the said Act.",109|230|48,109|130,1,0.125,0.3333,0.5,0.4,1,0,0,1.0,0,6.63,0.104,46.467,53.201,1,0.2,0.4545,0.75,0.1075,0.1114,218,0
20,A cook mixed rat poison into the food served at a party and three guests died after consuming it.,murder by poisoning,"Pursuant to Article 201(2) of the Bharatiya Nyaya Sanhita 2023 (BNS), it is respectfully submitted that an incident of alleged culpable homicide not amounting to murder (Section 299/302 of BNS) occurred at a party where the cook allegedly administered a lethal substance, namely rat poison, to the food served, resulting in the demise of three guests. The question is whether the cook can be held liable under Section 299/302 of BNS for the deaths of the three guests, and if so, what is the appropriate penalty under Article 201(3) of BNS. Furthermore, it is requested to consider the applicability of Section 53 of BNS, relating to abetment, and Section 54 of BNS, relating to criminal conspiracy, in this matter.",4|101|55|51|109|46|299,101|103|123,1,0.125,0.1429,0.3333,0.2,1,0,0,0.8571,0,4.164,0.088,98.948,103.199,1,0.6667,0.3,0.5,0.1023,0.1253,300,0
21,My 8-year-old son was taken away by unknown persons from outside his school and we received a ransom call demanding ten lakh rupees.,kidnapping for ransom,"Pursuant to the provisions of Bharatiya Nyaya Sanhita 2023 (BNS), I hereby submit the following complaint:

That on [date of incident], my minor son, aged 8 years, was forcibly taken away by unknown perpetrators from outside his educational institution. Subsequently, we received a ransom call demanding an amount of ten lakh rupees. I request that this matter be investigated and necessary action taken to secure the safe return of my son.

In accordance with Article 13 of Bharatiya Sakshya Adhiniyam 2023 (BSA), I hereby request that any information or evidence related to this incident be collected and preserved.

Pursuant to the provisions of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), I request that immediate police action be initiated to locate the whereabouts of my son and apprehend the perpetrators involved in this incident.",139|111|309,137|138|308,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.379,0.099,52.613,58.091,1,0.6,0.3333,0.75,0.2073,0.0621,195,0
22,A young woman was lured with a fake job offer and trafficked to another state where she was forced into prostitution.,human trafficking,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), I seek clarification on the following:

1. Whether the act of inducing a young woman with a false promise of employment constitutes an offence under Article 123(1)(d) BNS, namely, inducing or enticing any person to go to any place for the purpose of prostitution?
2. Whether the subsequent transportation of the victim to another state without her consent amounts to an offence under Article 141(2)(e) BNS, namely, moving or disposing of any person for the purpose of prostitution?
3. Whether the victim's forced involvement in prostitution constitutes an offence under Article 153(1)(f) BNS, namely, compelling any person to do any work or service against his will?
4. Pursuant to the provisions of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), what are the procedures for registering an FIR and conducting an investigation in this case, particularly considering the jurisdiction of the police in the state where the victim was trafficked?
5. Under the Bharatiya Sakshya Adhiniyam 2023 (BSA), what is the admissibility of electronic evidence, such as mobile phone records and online transactions, in establishing the sequence of events and the complicity of the perpetrators?

I request a detailed response to these queries in light of the prevailing laws.",123|139|98|1|144|153|46|141|99,138|144|98,1,0.25,0.2222,0.6667,0.3333,1,0,0,0.6667,0,12.493,0.133,91.392,104.017,1,0.8,0.3333,0.75,0.1074,0.1178,311,0
23,A gang kidnapped children from railway stations and maimed them to use for organized begging.,kidnapping and maiming for begging,"Pursuant to Article 12, Section 2 of the Bharatiya Nyaya Sanhita 2023 (BNS), it is hereby alleged that a criminal conspiracy as per Article 14, Section 3 has been orchestrated by a gang, whereby they have kidnapped minor children (as per Article 2, Section 8 of the BNS) from railway stations (public places as per Article 2, Section 11) with the intent to maim them, and then utilize them for organized begging (a form of forced labor as per Article 16, Section 6 of the BNS), thereby committing the offence of 'Trafficking in Persons' as defined under Article 17, Section 2. 

Furthermore, the above actions also amount to an act of 'Cruelty' as defined under Article 10, Section 5 of the BNS. 

It is requested to investigate and determine whether the accused have committed the aforesaid offences, and to take necessary action as per Article 31, Section 9 of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) for the prosecution of the offenders.

Pursuant to Article 24, Section 2 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), it is requested to gather evidence, including testimony, documents, and other materials, in relation to the above allegations.",4|139|111|61|148|46,137|139|95,1,0.1429,0.1667,0.3333,0.2222,1,0,0,1.0,0,4.668,0.146,94.579,99.393,1,0.8333,0.4545,0.75,0.1061,0.0752,143,0
24,My teenage daughter was taken away by a man she met online without my knowledge or consent.,kidnapping from lawful guardianship,"Application for assistance under the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), specifically Section 12(1)(a) of the BNS, to invoke the jurisdiction of the competent Magistrate under the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) to initiate proceedings against the perpetrator for the alleged offence of 'Abduction by a person who is not a family member' under Section 17(1)(b) and 'Unlawful Custody' under Section 21(2) of the BNS.

Additionally, an application may be made for the grant of an 'Order of Protection' under Section 43(3) of the BNSS to secure the safe return of the minor and prevent any further harm or harassment.

Further, an inquiry may be initiated under the provisions of the Bharatiya Sakshya Adhiniyam 2023 (BSA) to determine the admissibility and relevance of digital evidence, including online communication records and other documents, in establishing the facts of the case.

Please note that this is a formal request for legal assistance and not a substitute for professional legal advice.",139|21|265|17|263|43|62,137|138,0,0.0,0.0,0.0,0.0,1,0,0,0.5714,0,4.864,0.139,74.829,79.831,1,0.8,0.5,1.0,0.0924,0.0977,347,0
25,An auto-rickshaw driver forcibly took a woman passenger to an isolated area against her will.,abduction,"**Complaint under the Bharatiya Nyaya Sanhita 2023 (BNS)**

**Incident Description:**
On [date], a woman passenger was abducted by an auto-rickshaw driver who forcibly took her to an isolated area against her consent.

**Query for Investigation:**

Under Article 321 of the Bharatiya Nyaya Sanhita 2023 (BNS), did the auto-rickshaw driver commit the offence of ""Abduction"" as defined in Article 322(1)(a) of BNS, by taking the woman passenger to an isolated area without her consent?

**Query for Trial:**

Is the auto-rickshaw driver liable for the offence of ""Abduction"" under Article 322 of BNS, as the prosecution has established that the woman passenger was taken to an isolated area against her will, thereby violating her personal liberty as guaranteed under Article 14 of the Constitution of India?

**Query for Admissibility of Evidence:**

Pursuant to Article 55 of the Bharatiya Sakshya Adhiniyam 2023 (BSA), is the testimony of the woman passenger admissible as primary evidence under Article 56(1)(a) of BSA, despite the passage of time, as it directly relates to the incident in question?

**Query for Procedure under Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS):**

Has the auto-rickshaw driver been taken into custody as per Article 101(1) of the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), and has an FIR been registered under Article 102(1) of BNSS, detailing the incident and the relevant provisions of the BNS allegedly violated?",47|137|48,138|127|74,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,11.308,0.227,72.021,83.556,1,0.6,0.1429,0.25,0.1528,0.063,168,0
26,A child under ten was stolen from her parents at a mela and later found being sold to a couple in another city.,kidnapping and selling of child,"Pursuant to the provisions of the Bharatiya Nyaya Sanhita 2023 (BNS), Section 365, 'Kidnapping from lawful guardianship', and Section 366, 'Buying or selling a minor for purposes of marriage', the following query is raised:

What are the penal consequences for the accused individuals, including those who facilitated the crime, under BNS for kidnapping a child below ten years of age from her lawful guardians (parents) at a public gathering (mela) and subsequently selling her to another couple in a different city, in contravention of Article 21 of the Constitution of India, which guarantees the right to life and personal liberty?

Additionally, under the Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS), what are the procedural safeguards for the protection of the minor victim and her family, and what are the rights and entitlements of the complainants in the investigation and trial process, especially in relation to the reporting of the offence under Article 39A of the Constitution of India, which mandates the State to ensure that children are given opportunities and facilities to develop in a healthy manner?

Moreover, under the Bharatiya Sakshya Adhiniyam 2023 (BSA), what are the admissibility and relevance of digital evidence, including videos, photographs, and witness statements, in establishing the guilt of the accused and the circumstances of the offence, particularly in the context of Section 65 of the BSA, which deals with the admissibility of electronic records?",4|139|366|1|137|309|365,97|98|137,1,0.1429,0.1429,0.3333,0.2,1,0,2,0.7143,0,5.72,0.147,86.691,92.558,1,0.6,0.5,0.75,0.0297,0.0977,262,0
27,A factory owner brought migrant workers from Bihar with false promises and made them work without pay under locked conditions.,unlawful compulsory labour,"Pursuant to Article 15 of Bharatiya Nyaya Sanhita 2023 (BNS), a complaint is made of alleged commission of the offence of ""Exploitation of Vulnerable Person"" and/or ""Unlawful Confinement"" as defined under the Act. 

Under the circumstances, it is alleged that the factory owner did, in violation of Article 10 of BNS, willfully and deceitfully induce migrant workers from Bihar with promises of employment and remuneration, with the intention of subjecting them to forced labour as defined under Article 12 of BNS. 

Furthermore, it is alleged that the said factory owner did, in contravention of Article 21 of BNS, confine the migrant workers in locked conditions without their free will, thereby denying them their liberty and personal freedom as guaranteed under the Act.

The complainant requests an investigation under Article 42 of Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) to determine the truth of the allegations and to take necessary actions as provided under the Act to prevent and punish the said offences.

To facilitate a thorough investigation, the complainant respectfully requests the Court to order the production of relevant evidence as defined under Article 17 of Bharatiya Sakshya Adhiniyam 2023 (BSA) and to direct the examination of witnesses as set forth under Article 23 of BSA.",2|111|1|354|314,146|144|127,0,0.0,0.0,0.0,0.0,1,0,0,1.0,0,5.39,0.162,61.512,67.064,1,0.8,0.6667,1.0,0.1058,0.0764,202,0
